Customer ID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_Score
12787,49,1,398.52,3,1,2,312
12788,99,4,444.90000000000003,2,4,2,242
12789,148,2,181.5,2,2,1,221
12790,46,1,266.93,3,1,2,312
12791,9,6,863.51,5,4,3,543
12792,170,1,426.47,2,1,2,212
12793,7,2,471.85,5,2,2,522
12796,264,1,381.0,1,1,2,112
12797,1,2,552.08,5,2,3,523
12798,57,1,1533.89,3,1,4,314
12799,165,1,219.35,2,1,1,211
12800,106,3,584.25,2,3,3,233
12801,136,1,1071.82,2,1,4,214
12802,78,6,1988.84,2,4,4,244
12803,29,1,1092.81,4,1,4,414
12804,101,2,327.02,2,2,2,222
12805,17,4,1434.95,4,4,4,444
12806,71,4,2878.96,3,4,5,345
12807,19,1,330.35,4,1,2,412
12808,4,3,422.45,5,3,2,532
12809,201,2,1266.63,1,2,4,124
12810,170,2,534.99,2,2,3,223
12811,14,2,519.0500000000001,5,2,3,523
12813,137,3,1687.8,2,3,4,234
12817,35,2,524.94,4,2,3,423
12819,94,1,540.52,2,1,3,213
12820,33,7,1747.18,4,5,4,454
12821,247,1,128.08,1,1,1,111
12823,30,13,4742.0,4,5,5,455
12825,157,2,518.63,2,2,3,223
12826,1,6,1481.03,5,4,4,544
12829,186,1,92.3,1,1,1,111
12831,99,2,236.06,2,2,1,221
12835,63,41,6043.31,3,5,5,355
12836,25,11,3972.76,4,5,5,455
12837,205,1,554.31,1,1,3,113
12838,9,9,2715.35,5,5,5,555
12839,3,13,4480.31,5,5,5,555
12840,73,3,1315.2,2,3,4,234
12841,5,17,3518.33,5,5,5,555
12842,40,2,799.0,3,2,3,323
12843,18,22,4886.15,4,5,5,455
12844,78,2,322.64,2,2,2,222
12846,318,1,15.58,1,1,1,111
12847,23,1,765.36,4,1,3,413
12848,311,1,208.0,1,1,1,111
12849,17,4,2039.67,4,4,4,444
12850,81,1,330.0,2,1,2,212
12851,113,1,148.95,2,1,1,211
12853,63,5,1950.4,3,4,4,344
12854,197,4,1669.52,1,4,4,144
12855,8,4,612.84,5,4,3,543
12857,72,4,2581.6,2,4,5,245
12858,19,1,177.92,4,1,1,411
12859,94,1,575.1,2,1,3,213
12860,329,1,55.47,1,1,1,111
12861,255,1,68.25,1,1,1,111
12862,61,2,1008.32,3,2,4,324
12863,15,5,2271.35,5,4,5,545
12864,144,1,152.45,2,1,1,211
12865,14,2,1755.24,5,2,4,524
12866,110,2,668.23,2,2,3,223
12867,33,6,3876.47,4,4,5,445
12868,9,3,640.0,5,3,3,533
12869,317,1,337.66999999999996,1,1,2,112
12870,11,3,1676.95,5,3,4,534
12871,75,1,363.38,2,1,2,212
12872,1,11,3085.52,5,5,5,555
12873,33,2,1653.3,4,2,4,424
12874,21,2,948.42,4,2,3,423
12875,107,3,1013.7600000000001,2,3,4,234
12876,30,2,1863.77,4,2,4,424
12877,37,8,1419.4,3,5,4,354
12880,17,2,640.13,4,2,3,423
12887,19,1,222.4,4,1,1,411
12889,17,4,385.46000000000004,4,4,2,442
12890,23,1,336.8,4,1,2,412
12891,94,8,509.5,2,5,3,253
12892,32,1,263.38,4,1,2,412
12894,211,1,157.35,1,1,1,111
12897,17,2,297.75,4,2,2,422
12898,99,2,310.96,2,2,2,222
12899,49,1,366.4,3,1,2,312
12900,58,1,340.33000000000004,3,1,2,312
12903,64,1,833.5300000000001,3,1,3,313
12905,212,2,1018.42,1,2,4,124
12907,31,2,508.91,4,2,3,423
12908,16,3,1026.0,4,3,4,434
12909,60,3,924.52,3,3,3,333
12910,15,5,2721.48,5,4,5,545
12911,187,1,1680.47,1,1,4,114
12913,4,9,4217.23,5,5,5,555
12914,36,1,223.98,4,1,1,411
12915,8,3,811.1,5,3,3,533
12916,78,3,1647.8700000000001,2,3,4,234
12917,36,5,3765.2,4,4,5,445
12918,262,1,10953.5,1,1,5,115
12920,207,3,323.86,1,3,2,132
12921,2,39,19333.95,5,5,5,555
12923,26,2,612.9,4,2,3,423
12924,29,8,1535.7,4,5,4,454
12925,228,1,35.28,1,1,1,111
12926,47,4,1548.46,3,4,4,344
12927,30,1,197.31,4,1,1,411
12928,14,7,2242.19,5,5,5,555
12931,16,42,50291.38,4,5,5,455
12932,175,8,1698.56,2,5,4,254
12933,16,5,1079.5,4,4,4,444
12934,372,1,181.65,1,1,1,111
12935,11,8,2083.16,5,5,4,554
12937,99,5,1593.34,2,4,4,244
12939,15,12,13683.0,5,5,5,555
12941,360,1,377.49,1,1,2,112
12942,1,1,258.75,5,1,2,512
12943,194,2,496.5,1,2,2,122
12945,292,1,437.16,1,1,2,112
12946,72,1,324.45,2,1,2,212
12947,9,1,304.04,5,1,2,512
12948,366,2,252.48,1,2,1,121
12949,18,14,11359.48,4,5,5,455
12951,22,9,2149.65,4,5,5,455
12953,158,1,498.96,2,1,2,212
12954,274,1,162.45,1,1,1,111
12956,320,3,413.82,1,3,2,132
12957,177,5,4689.43,1,4,5,145
12958,36,2,539.49,4,2,3,423
12959,120,1,150.95,2,1,1,211
12960,49,4,1322.0700000000002,3,4,4,344
12961,15,1,211.99,5,1,1,511
12963,1,5,1744.96,5,4,4,544
12964,73,1,132.24,2,1,1,211
12967,7,2,2646.02,5,2,5,525
12969,238,1,122.45,1,1,1,111
12970,16,6,1072.73,4,4,4,444
12971,2,33,4782.88,5,5,5,555
12972,49,4,1161.2,3,4,4,344
12973,49,1,385.55,3,1,2,312
12974,201,1,264.15,1,1,2,112
12975,72,6,2100.09,2,4,4,244
12976,14,7,2417.78,5,5,5,555
12977,137,3,478.39,2,3,2,232
12978,21,5,2502.82,4,4,5,445
12979,365,1,517.7,1,1,3,113
12980,22,12,8870.880000000001,4,5,5,455
12982,30,7,2354.27,4,5,5,455
12983,234,1,490.08,1,1,2,112
12986,64,10,2729.84,3,5,5,355
12987,56,3,753.51,3,3,3,333
12989,60,18,6627.64,3,5,5,355
12990,53,4,546.0,3,4,3,343
12991,25,1,261.06,4,1,2,412
12992,361,1,93.35,1,1,1,111
12993,81,4,844.87,2,4,3,243
12996,11,1,355.5,5,1,2,512
12997,30,4,884.02,4,4,3,443
12998,128,3,920.08,2,3,3,233
13000,361,1,497.65,1,1,2,112
13001,40,20,14353.28,3,5,5,355
13002,52,2,293.18,3,2,2,322
13004,22,18,5994.94,4,5,5,455
13005,67,2,485.98,3,2,2,322
13007,215,1,175.25,1,1,1,111
13008,33,2,382.66,4,2,2,422
13009,308,1,234.0,1,1,1,111
13010,10,2,330.12,5,2,2,522
13011,8,1,50.550000000000004,5,1,1,511
13012,65,3,1310.99,3,3,4,334
13013,7,18,7814.83,5,5,5,555
13014,68,1,1914.8,3,1,4,314
13015,74,6,3240.14,2,4,5,245
13018,49,7,2485.46,3,5,5,355
13019,15,6,1229.95,5,4,4,544
13020,198,2,618.96,1,2,3,123
13021,10,8,2270.86,5,5,5,555
13022,65,1,65.3,3,1,1,311
13023,164,1,759.13,2,1,3,213
13024,106,2,555.87,2,2,3,223
13025,367,1,323.39,1,1,2,112
13026,124,4,757.72,2,4,3,243
13027,21,13,10423.2,4,5,5,455
13029,10,2,679.8,5,2,3,523
13030,4,1,427.74,5,1,2,512
13031,43,5,3419.27,3,4,5,345
13032,28,7,1833.3700000000001,4,5,4,454
13033,65,1,30.0,3,1,1,311
13034,5,2,279.91,5,2,2,522
13035,67,1,442.32,3,1,2,312
13036,320,1,307.1,1,1,2,112
13037,35,9,3033.88,4,5,5,455
13039,220,4,1010.73,1,4,4,144
13041,86,4,799.13,2,4,3,243
13042,234,3,1556.54,1,3,4,134
13044,128,10,4293.43,2,5,5,255
13045,37,2,503.64,3,2,2,322
13046,92,1,319.94,2,1,2,212
13047,9,17,5557.62,5,5,5,555
13048,72,5,2248.3,2,4,5,245
13049,25,2,751.5600000000001,4,2,3,423
13050,2,19,6507.67,5,5,5,555
13051,214,2,155.8,1,2,1,121
13052,56,6,2820.38,3,4,5,345
13053,257,1,127.65,1,1,1,111
13055,65,1,1106.7,3,1,4,314
13056,187,1,209.48,1,1,1,111
13057,166,3,722.09,2,3,3,233
13059,49,9,2119.77,3,5,4,354
13063,116,1,188.4,2,1,1,211
13064,186,2,561.25,1,2,3,123
13065,9,5,1055.05,5,4,4,544
13067,45,2,393.05,3,2,2,322
13069,5,16,5247.01,5,5,5,555
13070,95,3,522.9,2,3,3,233
13071,248,1,129.22,1,1,1,111
13073,47,2,418.08,3,2,2,322
13074,147,4,1378.74,2,4,4,244
13076,93,1,135.4,2,1,1,211
13077,2,8,2335.4,5,5,5,555
13078,2,32,16904.51,5,5,5,555
13079,53,1,199.08,3,1,1,311
13080,37,3,222.65,3,3,1,331
13081,7,19,30867.77,5,5,5,555
13082,60,12,3722.12,3,5,5,355
13083,61,1,91.67999999999999,3,1,1,311
13084,127,1,122.39999999999999,2,1,1,211
13085,315,6,2017.2,1,4,4,144
13086,18,1,439.33000000000004,4,1,2,412
13087,362,1,313.64,1,1,2,112
13088,53,1,236.11,3,1,1,311
13089,4,109,57912.03,5,5,5,555
13090,1,13,5192.27,5,5,5,555
13091,365,2,1976.0,1,2,4,124
13092,50,7,1662.45,3,5,4,354
13093,9,48,47111.18,5,5,5,555
13094,4,2,505.80000000000007,5,2,2,522
13096,30,1,419.7000000000001,4,1,2,412
13097,24,18,7378.8,4,5,5,455
13101,134,3,594.21,2,3,3,233
13102,1,14,5272.83,5,5,5,555
13103,73,2,465.70000000000005,2,2,2,222
13104,51,3,610.62,3,3,3,333
13105,72,1,72.0,2,1,1,211
13106,49,1,526.96,3,1,3,313
13107,49,5,3721.45,3,4,5,345
13108,8,2,748.46,5,2,3,523
13109,187,1,347.49,1,1,2,112
13110,73,5,1468.8,2,4,4,244
13111,354,1,321.88000000000005,1,1,2,112
13112,177,1,20.599999999999998,1,1,1,111
13113,2,14,6379.7699999999995,5,5,5,555
13114,366,1,234.38,1,1,1,111
13115,15,6,3199.92,5,4,5,545
13117,1,12,1658.9,5,5,4,554
13118,12,4,1217.6,5,4,4,544
13119,304,1,134.9,1,1,1,111
13123,108,2,506.75,2,2,3,223
13124,21,1,916.12,4,1,3,413
13125,159,1,158.57,2,1,1,211
13126,2,7,1898.61,5,5,4,554
13128,267,1,263.5,1,1,2,112
13129,88,2,233.25,2,2,1,221
13131,54,4,2240.4700000000003,3,4,5,345
13133,95,1,90.65,2,1,1,211
13134,38,2,681.65,3,2,3,323
13135,127,1,275.45,2,1,2,212
13136,11,8,3666.9500000000003,5,5,5,555
13137,22,8,4062.29,4,5,5,455
13138,8,2,504.85,5,2,2,522
13139,73,1,3138.04,2,1,5,215
13140,2,3,791.96,5,3,3,533
13141,21,12,5279.83,4,5,5,455
13143,220,1,405.1,1,1,2,112
13144,67,1,24.4,3,1,1,311
13145,8,4,805.0,5,4,3,543
13148,25,14,4914.6900000000005,4,5,5,455
13150,120,3,449.96999999999997,2,3,2,232
13151,261,2,1322.8700000000001,1,2,4,124
13152,53,7,2146.38,3,5,5,355
13154,35,3,1624.84,4,3,4,434
13155,4,3,778.4200000000001,5,3,3,533
13156,21,3,1586.54,4,3,4,434
13157,45,5,3946.14,3,4,5,345
13158,24,1,307.12,4,1,2,412
13161,136,1,366.13,2,1,2,212
13162,16,12,7587.2,4,5,5,455
13163,246,1,17.65,1,1,1,111
13164,205,2,372.2,1,2,2,122
13165,49,1,429.68,3,1,2,312
13166,50,1,466.98,3,1,2,312
13167,26,1,333.82,4,1,2,412
13168,178,1,556.12,1,1,3,113
13169,198,1,127.2,1,1,1,111
13172,36,1,69.6,4,1,1,411
13173,3,10,2285.7,5,5,5,555
13174,5,10,6677.81,5,5,5,555
13175,218,2,831.45,1,2,3,123
13177,66,1,229.75,3,1,1,311
13178,33,10,8333.72,4,5,5,455
13179,254,1,572.3100000000001,1,1,3,113
13180,243,1,86.10000000000001,1,1,1,111
13181,17,1,359.69,4,1,2,412
13183,30,6,3078.4,4,4,5,445
13187,260,3,130.99,1,3,1,131
13190,180,3,570.66,1,3,3,133
13191,294,1,164.69,1,1,1,111
13192,171,4,1646.64,2,4,4,244
13194,57,1,412.08,3,1,2,312
13195,50,1,172.38,3,1,1,311
13196,79,3,1271.06,2,3,4,234
13197,245,1,373.01000000000005,1,1,2,112
13198,23,2,1572.99,4,2,4,424
13199,2,30,6615.77,5,5,5,555
13201,138,4,1240.61,2,4,4,244
13202,30,7,1580.3,4,5,4,454
13203,22,6,1778.79,4,4,4,444
13204,367,1,966.6600000000001,1,1,3,113
13205,79,1,2803.2,2,1,5,215
13206,36,13,8377.32,4,5,5,455
13207,87,2,285.6,2,2,2,222
13208,85,3,764.6,2,3,3,233
13209,150,5,2617.9,2,4,5,245
13211,17,7,1531.9,4,5,4,454
13213,19,6,2330.94,4,4,5,445
13214,53,7,3264.23,3,5,5,355
13215,38,1,81.6,3,1,1,311
13217,291,1,132.5,1,1,1,111
13219,254,1,76.23,1,1,1,111
13220,211,1,516.8,1,1,3,113
13222,213,1,88.5,1,1,1,111
13223,59,4,805.92,3,4,3,343
13225,57,9,9796.23,3,5,5,355
13226,29,1,204.25,4,1,1,411
13230,1,17,3553.81,5,5,5,555
13233,56,2,571.34,3,2,3,323
13234,308,2,356.95,1,2,2,122
13237,23,1,643.0,4,1,3,413
13238,66,2,305.9,3,2,2,322
13239,73,4,1265.1299999999999,2,4,4,244
13240,1,5,1074.8700000000001,5,4,4,544
13241,47,1,115.58,3,1,1,311
13242,87,4,429.0,2,4,2,242
13243,85,4,677.97,2,4,3,243
13245,68,1,558.72,3,1,3,313
13246,29,5,1400.13,4,4,4,444
13249,37,6,897.52,3,4,3,343
13250,96,2,256.04,2,2,2,222
13251,38,1,252.68,3,1,2,312
13252,30,2,399.3,4,2,2,422
13253,66,2,1920.71,3,2,4,324
13254,12,1,51.41,5,1,1,511
13255,9,2,504.95,5,2,2,522
13257,72,1,149.75,2,1,1,211
13258,15,2,336.59999999999997,5,2,2,522
13259,33,8,1141.06,4,5,4,454
13262,25,2,373.16,4,2,2,422
13263,29,4,1250.6200000000001,4,4,4,444
13264,78,1,722.5600000000001,2,1,3,213
13266,49,7,2300.78,3,5,5,355
13267,2,18,5236.77,5,5,5,555
13269,5,14,3545.47,5,5,5,555
13270,2,1,590.0,5,1,3,513
13274,45,1,360.85,3,1,2,312
13275,19,2,241.66,4,2,1,421
13276,33,3,1348.33,4,3,4,434
13277,16,3,264.9,4,3,2,432
13278,35,3,893.12,4,3,3,433
13280,15,4,1507.77,5,4,4,544
13281,75,1,350.85,2,1,2,212
13282,42,1,181.05,3,1,1,311
13283,203,2,279.7,1,2,2,122
13285,236,2,655.47,1,2,3,123
13286,236,1,734.91,1,1,3,113
13287,239,3,781.59,1,3,3,133
13288,79,5,927.61,2,4,3,243
13289,359,1,307.95,1,1,2,112
13290,74,1,208.63,2,1,1,211
13291,50,10,2959.73,3,5,5,355
13292,51,3,415.57,3,3,2,332
13293,28,6,1192.94,4,4,4,444
13294,282,1,815.79,1,1,3,113
13295,12,3,900.77,5,3,3,533
13296,59,5,705.11,3,4,3,343
13297,21,3,2278.77,4,3,5,435
13299,59,2,1076.2,3,2,4,324
13300,24,2,913.62,4,2,3,423
13302,162,1,95.45,2,1,1,211
13303,36,1,61.72,4,1,1,411
13304,91,3,917.57,2,3,3,233
13305,8,7,1753.85,5,5,4,554
13306,66,1,53.65,3,1,1,311
13307,123,2,258.34,2,2,2,222
13308,232,1,284.86,1,1,2,112
13309,28,1,249.58,4,1,1,411
13310,16,2,409.17,4,2,2,422
13312,87,1,124.75,2,1,1,211
13313,115,7,1890.0,2,5,4,254
13315,325,1,310.26000000000005,1,1,2,112
13316,28,6,7213.84,4,4,5,445
13317,21,13,4212.411,4,5,5,455
13319,1,34,11236.95,5,5,5,555
13320,70,2,679.4,3,2,3,323
13324,64,8,3391.52,3,5,5,355
13326,68,1,281.76,3,1,2,312
13327,1,14,6251.71,5,5,5,555
13329,2,7,4323.97,5,5,5,555
13330,91,3,1665.25,2,3,4,234
13331,37,1,262.4,3,1,2,312
13333,47,3,1015.74,3,3,4,334
13334,172,2,2726.93,2,2,5,225
13337,182,1,1575.26,1,1,4,114
13338,177,3,1958.6,1,3,4,134
13340,53,5,11364.08,3,4,5,345
13346,98,6,299.4,2,4,2,242
13357,130,4,3228.41,2,4,5,245
13359,39,1,603.75,3,1,3,313
13360,67,4,1553.65,3,4,4,344
13361,108,2,1450.5,2,2,4,224
13362,14,3,2303.33,5,3,5,535
13363,45,1,731.36,3,1,3,313
13367,67,1,510.2,3,1,3,313
13368,50,2,498.1,3,2,2,322
13369,1,1,308.28000000000003,5,1,2,512
13370,7,1,754.87,5,1,3,513
13371,141,2,2297.66,2,2,5,225
13373,51,3,4274.94,3,3,5,335
13374,50,2,422.8,3,2,2,322
